Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
юр. лицо,списание средств,4905.02,наличный,Брест,МаксБанк-OJUU-382,10-11-2015,12:59:04,неправильный ввод пин-кода,да,181.59
юр. лицо,списание средств,1950.95,наличный,Гомель,МаксБанк-BCLM-784,11-09-2014,07:30:12,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4885.2,наличный,Брест,БелАгропромбанк-FDJY-621,04-12-2012,05:03:06,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,2267.76,безналичный,Гродно,Белинвестбанк-AXJR-899,03-07-2020,13:48:31,успешно,нет,0.0
юр. лицо,получение средств,2968.27,наличный,Витебск,Приорбанк-PYBZ-366,29-08-2015,22:29:55,успешно,нет,0.0
юр. лицо,получение средств,1054.49,наличный,Витебск,Приорбанк-JRXQ-366,23-12-2012,22:43:32,успешно,нет,0.0
юр. лицо,списание средств,2784.41,безналичный,Гродно,Беларусбанк-RDMJ-250,26-07-2009,15:04:27,неправильный ввод пин-кода,да,38.23
юр. лицо,списание средств,2881.67,безналичный,Минск,МаксБанк-PKFR-407,16-12-2005,00:17:04,успешно,да,262.64
юр. лицо,списание средств,4415.79,безналичный,Могилев,Беларусбанк-CERQ-813,16-05-2023,21:54:41,успешно,нет,0.0
юр. лицо,списание средств,3526.03,наличный,Гомель,Белинвестбанк-YINT-079,13-04-2002,22:29:00,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4085.97,безналичный,Гомель,Беларусбанк-QMWG-747,11-05-2006,06:17:34,успешно,да,406.44
юр. лицо,списание средств,3928.58,безналичный,Гродно,Беларусбанк-BBJZ-260,09-05-2012,06:50:57,недостаточно средств,да,353.4
юр. лицо,списание средств,2461.83,безналичный,Минск,МаксБанк-JHER-529,28-07-2008,08:14:46,недостаточно средств,да,170.13
юр. лицо,получение средств,418.7,наличный,Могилев,Белинвестбанк-WYEE-928,22-07-2012,13:10:20,успешно,нет,0.0
юр. лицо,получение средств,4765.87,безналичный,Витебск,Беларусбанк-CCOI-446,06-05-2016,12:00:54,успешно,нет,0.0
юр. лицо,списание средств,4003.7,наличный,Гомель,Беларусбанк-CGUH-004,20-10-2011,14:18:33,недостаточно средств,да,309.46
юр. лицо,списание средств,4380.54,наличный,Витебск,БелАгропромбанк-VKLT-242,02-11-2007,01:34:58,успешно,да,372.68
юр. лицо,списание средств,253.17,безналичный,Витебск,Белинвестбанк-CXOQ-730,04-06-2010,08:46:51,успешно,нет,0.0
юр. лицо,списание средств,4573.75,наличный,Брест,Белинвестбанк-RGEP-706,30-08-2017,02:15:09,недостаточно средств,нет,0.0
юр. лицо,списание средств,1.69,наличный,Витебск,Белинвестбанк-EYCZ-123,28-12-2011,07:29:28,успешно,нет,0.0
юр. лицо,получение средств,1726.88,наличный,Гродно,Беларусбанк-PUDJ-877,15-09-2023,05:27:51,успешно,нет,0.0
юр. лицо,списание средств,4005.38,безналичный,Витебск,БелАгропромбанк-ODMN-124,12-04-2024,01:03:19,неправильный ввод пин-кода,да,396.14
юр. лицо,получение средств,1211.62,наличный,Витебск,БелАгропромбанк-ZZRF-897,02-02-2009,03:39:22,успешно,нет,0.0
юр. лицо,получение средств,2013.24,безналичный,Витебск,Беларусбанк-TIUM-691,22-12-2013,09:48:48,успешно,нет,0.0
юр. лицо,получение средств,2050.92,наличный,Витебск,Приорбанк-TRLF-387,18-10-2021,00:51:56,успешно,нет,0.0
юр. лицо,списание средств,1817.98,безналичный,Гомель,Беларусбанк-ZUWT-405,24-07-2019,13:37:21,недостаточно средств,да,124.23
юр. лицо,получение средств,690.46,наличный,Гродно,МаксБанк-OFPM-369,04-03-2003,04:30:41,успешно,нет,0.0
юр. лицо,списание средств,4616.0,наличный,Гродно,БелАгропромбанк-DHEB-235,11-03-2020,11:35:03,успешно,нет,0.0
юр. лицо,получение средств,4415.12,наличный,Гомель,БелАгропромбанк-DYTC-538,23-07-2000,15:26:11,успешно,нет,0.0
юр. лицо,списание средств,4498.96,безналичный,Могилев,Беларусбанк-XYNP-246,24-10-2002,06:22:56,успешно,да,249.28
юр. лицо,списание средств,991.86,наличный,Гродно,МаксБанк-SSHI-764,25-04-2024,15:05:41,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,436.27,безналичный,Витебск,Белинвестбанк-VEGI-315,21-02-2021,13:48:59,успешно,нет,0.0
юр. лицо,списание средств,4789.32,наличный,Могилев,Приорбанк-OVQE-309,17-05-2009,09:57:57,успешно,да,84.44
юр. лицо,списание средств,1573.59,наличный,Гродно,Белинвестбанк-QNNM-534,09-08-2007,23:40:05,недостаточно средств,да,53.54
юр. лицо,получение средств,38.46,безналичный,Витебск,Белинвестбанк-VWMQ-238,18-10-2004,07:24:47,успешно,нет,0.0
юр. лицо,списание средств,1078.63,безналичный,Брест,Белинвестбанк-HBYH-600,21-05-2021,10:11:11,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2621.5,безналичный,Гомель,Приорбанк-BGZE-606,24-10-2021,10:37:33,неправильный ввод пин-кода,да,34.34
юр. лицо,списание средств,1865.85,наличный,Гомель,Белинвестбанк-JCIY-385,30-11-2004,07:20:18,успешно,нет,0.0
юр. лицо,получение средств,4856.51,наличный,Минск,Беларусбанк-PWOX-984,22-02-2018,14:36:31,успешно,нет,0.0
юр. лицо,списание средств,2602.71,наличный,Брест,МаксБанк-OMKO-657,27-08-2010,17:55:20,недостаточно средств,нет,0.0
юр. лицо,списание средств,58.81,безналичный,Гомель,БелАгропромбанк-JMJK-793,22-05-2021,18:10:23,успешно,нет,0.0
юр. лицо,списание средств,2918.44,наличный,Витебск,Белинвестбанк-PIEW-401,20-11-2021,20:19:58,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2762.76,безналичный,Гомель,Белинвестбанк-XUAE-349,04-03-2012,09:28:54,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,1284.84,наличный,Гродно,БелАгропромбанк-SDBQ-584,04-04-2023,02:34:06,успешно,нет,0.0
юр. лицо,списание средств,4017.76,безналичный,Минск,Белинвестбанк-YEYT-822,04-10-2013,19:07:49,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2917.0,наличный,Минск,МаксБанк-DJOK-780,26-07-2021,00:33:05,успешно,да,228.32
юр. лицо,получение средств,4964.61,безналичный,Витебск,БелАгропромбанк-RNAP-833,27-10-2019,06:42:04,успешно,нет,0.0
юр. лицо,получение средств,3039.07,безналичный,Витебск,Белинвестбанк-LXID-883,08-08-2013,16:56:45,успешно,нет,0.0
юр. лицо,списание средств,3815.98,безналичный,Минск,Беларусбанк-WLJK-037,30-12-2012,02:42:32,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,173.38,безналичный,Гомель,БелАгропромбанк-XAHG-274,12-07-2018,15:50:50,недостаточно средств,нет,0.0
юр. лицо,получение средств,682.8,наличный,Гомель,Беларусбанк-CKSI-881,23-03-2014,13:09:43,успешно,нет,0.0
юр. лицо,списание средств,1848.63,безналичный,Гомель,Приорбанк-MXQW-939,28-09-2005,14:18:51,недостаточно средств,да,101.55
юр. лицо,получение средств,3191.31,наличный,Витебск,БелАгропромбанк-WXGC-386,14-03-2024,20:33:19,успешно,нет,0.0
юр. лицо,списание средств,4341.23,безналичный,Гродно,МаксБанк-OLHP-821,17-03-2012,17:35:27,неправильный ввод пин-кода,да,181.41
юр. лицо,списание средств,4567.53,наличный,Витебск,Беларусбанк-HDAN-435,01-03-2000,03:01:00,неправильный ввод пин-кода,да,396.99
юр. лицо,получение средств,2251.58,наличный,Брест,МаксБанк-BDSC-905,11-06-2015,03:06:15,успешно,нет,0.0
юр. лицо,списание средств,33.31,безналичный,Гомель,Беларусбанк-CAQB-454,08-07-2001,15:31:02,успешно,да,3.01
юр. лицо,списание средств,2691.94,безналичный,Гродно,Приорбанк-OFCT-217,14-02-2007,07:23:19,успешно,нет,0.0
юр. лицо,списание средств,3237.62,наличный,Могилев,Беларусбанк-NDES-292,16-02-2023,11:24:46,успешно,нет,0.0
юр. лицо,получение средств,3385.03,наличный,Гродно,Белинвестбанк-HZJV-466,28-08-2023,13:12:39,успешно,нет,0.0
юр. лицо,списание средств,4185.53,безналичный,Могилев,Белинвестбанк-ICYX-065,25-05-2019,01:19:06,успешно,да,184.35
юр. лицо,получение средств,3014.11,безналичный,Витебск,МаксБанк-FYOZ-386,13-03-2010,03:47:52,успешно,нет,0.0
юр. лицо,получение средств,1603.47,наличный,Брест,Белинвестбанк-LNAF-514,25-01-2010,15:42:43,успешно,нет,0.0
юр. лицо,списание средств,832.29,наличный,Минск,Беларусбанк-HZDS-396,19-10-2023,19:28:40,успешно,да,45.12
юр. лицо,списание средств,4839.43,безналичный,Могилев,Беларусбанк-IDVI-178,13-05-2011,08:43:58,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,2582.35,наличный,Брест,Приорбанк-PDOM-219,20-12-2005,20:03:34,успешно,нет,0.0
юр. лицо,получение средств,2605.02,безналичный,Минск,Приорбанк-TZON-662,15-04-2003,06:06:32,успешно,нет,0.0
юр. лицо,получение средств,915.08,наличный,Витебск,Приорбанк-ZCVM-859,05-07-2000,22:08:53,успешно,нет,0.0
юр. лицо,получение средств,58.81,безналичный,Брест,Белинвестбанк-RSIB-763,11-12-2014,07:07:37,успешно,нет,0.0
юр. лицо,получение средств,3414.11,безналичный,Витебск,Белинвестбанк-GGXD-190,30-10-2020,17:54:22,успешно,нет,0.0
юр. лицо,получение средств,2505.16,безналичный,Могилев,Приорбанк-PZQB-282,06-09-2013,05:29:21,успешно,нет,0.0
юр. лицо,списание средств,2666.91,наличный,Могилев,Беларусбанк-PXRX-551,06-10-2014,11:26:30,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2719.8,наличный,Витебск,МаксБанк-AMGX-390,20-06-2019,22:05:24,успешно,нет,0.0
юр. лицо,списание средств,2465.25,наличный,Витебск,Приорбанк-LWNR-909,24-07-2019,08:55:29,неправильный ввод пин-кода,да,142.96
юр. лицо,списание средств,2927.2,наличный,Гродно,Приорбанк-ADMJ-689,19-01-2009,19:27:51,успешно,да,163.75
юр. лицо,списание средств,2416.35,безналичный,Минск,БелАгропромбанк-CKGD-817,02-03-2006,11:38:07,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,2865.45,наличный,Брест,Приорбанк-JTGZ-861,04-01-2008,23:39:33,успешно,нет,0.0
юр. лицо,списание средств,1274.07,безналичный,Минск,Приорбанк-YAOD-296,02-12-2015,22:52:44,успешно,да,25.69
юр. лицо,списание средств,2380.31,наличный,Гомель,МаксБанк-PMBY-149,17-12-2008,13:44:49,успешно,нет,0.0
юр. лицо,получение средств,3120.72,наличный,Могилев,Белинвестбанк-UPVW-182,13-08-2003,11:32:53,успешно,нет,0.0
юр. лицо,списание средств,1089.07,безналичный,Гомель,Белинвестбанк-JBSN-044,17-09-2013,16:20:46,успешно,да,48.23
юр. лицо,получение средств,4869.98,наличный,Витебск,МаксБанк-KUUB-643,08-01-2019,08:16:24,успешно,нет,0.0
юр. лицо,списание средств,2925.22,безналичный,Могилев,Белинвестбанк-MDLE-115,30-08-2014,11:01:45,успешно,да,142.38
юр. лицо,списание средств,2857.32,безналичный,Гродно,Приорбанк-ZFFR-597,29-06-2013,04:36:48,успешно,нет,0.0
юр. лицо,получение средств,2201.45,безналичный,Гомель,МаксБанк-BZPX-117,20-07-2005,01:50:38,успешно,нет,0.0
юр. лицо,списание средств,792.19,безналичный,Гомель,БелАгропромбанк-DZEN-033,11-02-2010,06:21:30,недостаточно средств,нет,0.0
юр. лицо,списание средств,799.81,безналичный,Витебск,БелАгропромбанк-LTGJ-164,13-05-2016,13:59:09,неправильный ввод пин-кода,да,76.96
юр. лицо,списание средств,105.8,наличный,Гродно,БелАгропромбанк-KCVL-570,05-12-2021,02:30:55,недостаточно средств,нет,0.0
юр. лицо,списание средств,3744.56,безналичный,Витебск,БелАгропромбанк-PBWM-308,01-10-2007,14:40:55,успешно,нет,0.0
юр. лицо,списание средств,1757.5,наличный,Могилев,Приорбанк-QEKU-654,28-04-2009,17:49:04,неправильный ввод пин-кода,да,144.35
юр. лицо,списание средств,2360.79,безналичный,Гомель,БелАгропромбанк-NZYT-669,25-06-2003,13:41:45,успешно,да,229.72
юр. лицо,списание средств,2393.59,безналичный,Брест,Беларусбанк-AZKW-358,07-05-2002,09:45:41,успешно,да,179.18
юр. лицо,списание средств,3045.37,наличный,Витебск,Белинвестбанк-HPBZ-065,14-04-2023,11:29:36,недостаточно средств,да,37.98
юр. лицо,списание средств,2855.22,наличный,Гродно,МаксБанк-CQVL-438,28-01-2005,19:29:23,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,1467.93,безналичный,Брест,МаксБанк-VQJF-758,10-04-2013,23:16:16,успешно,нет,0.0
юр. лицо,получение средств,2997.85,безналичный,Могилев,Белинвестбанк-GVTQ-968,30-08-2005,19:04:38,успешно,нет,0.0
юр. лицо,получение средств,3371.7,наличный,Минск,МаксБанк-CRCI-732,30-08-2024,09:31:40,успешно,нет,0.0
юр. лицо,списание средств,99.1,наличный,Гродно,МаксБанк-LUMR-250,25-10-2015,09:06:21,успешно,да,7.66
юр. лицо,получение средств,3644.55,безналичный,Брест,БелАгропромбанк-PIID-850,24-09-2017,04:41:30,успешно,нет,0.0
юр. лицо,получение средств,3396.01,наличный,Гродно,БелАгропромбанк-ESEC-321,30-03-2019,05:57:59,успешно,нет,0.0
юр. лицо,списание средств,4478.86,безналичный,Гродно,Беларусбанк-INXR-654,30-06-2008,05:17:54,недостаточно средств,да,125.02
юр. лицо,получение средств,2048.44,наличный,Гомель,МаксБанк-QTEJ-066,21-03-2001,12:11:06,успешно,нет,0.0
юр. лицо,списание средств,2551.03,безналичный,Гродно,Беларусбанк-WNCT-752,11-03-2005,01:24:08,неправильный ввод пин-кода,да,58.41
юр. лицо,списание средств,2244.41,наличный,Могилев,МаксБанк-JZND-162,10-02-2006,19:30:28,неправильный ввод пин-кода,да,200.82
юр. лицо,списание средств,4697.1,наличный,Гродно,МаксБанк-AJQB-186,09-09-2016,22:01:17,недостаточно средств,да,353.35
юр. лицо,получение средств,4987.91,безналичный,Гомель,Беларусбанк-XYBN-412,23-11-2010,19:12:56,успешно,нет,0.0
юр. лицо,списание средств,1746.58,безналичный,Гомель,Белинвестбанк-LZOZ-519,28-11-2011,06:50:36,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3204.75,безналичный,Витебск,МаксБанк-MYDN-649,11-11-2019,02:09:07,успешно,да,202.37
юр. лицо,списание средств,2267.04,наличный,Гомель,МаксБанк-WJXM-959,26-12-2000,07:32:35,успешно,нет,0.0
юр. лицо,получение средств,3923.94,безналичный,Витебск,Беларусбанк-PJDR-407,08-02-2010,12:32:46,успешно,нет,0.0
юр. лицо,списание средств,885.32,наличный,Гомель,МаксБанк-EJJM-337,17-12-2011,23:49:24,успешно,да,10.36
юр. лицо,списание средств,2931.86,наличный,Могилев,МаксБанк-GYUG-426,24-08-2014,20:14:52,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,1940.38,безналичный,Минск,Беларусбанк-MJOJ-908,25-09-2002,10:18:28,успешно,нет,0.0
юр. лицо,получение средств,3407.43,наличный,Минск,Приорбанк-LSGP-322,03-05-2005,09:40:08,успешно,нет,0.0
юр. лицо,списание средств,3624.61,наличный,Гродно,Приорбанк-HOCP-998,01-07-2024,23:13:26,неправильный ввод пин-кода,да,200.76
юр. лицо,получение средств,2899.63,наличный,Минск,БелАгропромбанк-CIMH-737,02-10-2007,16:36:02,успешно,нет,0.0
юр. лицо,получение средств,1982.3,наличный,Витебск,Приорбанк-MRWW-270,19-09-2010,20:23:16,успешно,нет,0.0
юр. лицо,списание средств,1181.7,безналичный,Минск,МаксБанк-KBFI-543,24-06-2010,12:17:07,успешно,да,104.58
юр. лицо,списание средств,1875.92,наличный,Гродно,Приорбанк-LUWS-356,01-05-2022,23:52:13,недостаточно средств,да,118.07
юр. лицо,списание средств,4281.48,наличный,Минск,Беларусбанк-AMEL-819,07-01-2003,21:01:32,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,318.25,безналичный,Минск,Приорбанк-IABH-164,30-10-2010,01:33:45,успешно,нет,0.0
юр. лицо,получение средств,1143.46,безналичный,Гродно,МаксБанк-XEYV-102,11-03-2012,12:53:42,успешно,нет,0.0
юр. лицо,списание средств,3299.38,наличный,Гомель,БелАгропромбанк-QWQP-911,10-02-2023,03:49:15,неправильный ввод пин-кода,да,234.4
юр. лицо,получение средств,1598.87,безналичный,Гомель,Белинвестбанк-VHVI-160,16-10-2009,15:36:01,успешно,нет,0.0
юр. лицо,получение средств,1430.01,безналичный,Брест,Беларусбанк-QYMC-182,05-06-2007,15:19:17,успешно,нет,0.0
юр. лицо,получение средств,4293.07,безналичный,Гродно,МаксБанк-KLQJ-608,31-12-2011,14:43:26,успешно,нет,0.0
юр. лицо,списание средств,4182.59,безналичный,Минск,Беларусбанк-YFGU-769,26-09-2004,14:18:25,успешно,да,331.3
юр. лицо,получение средств,1850.07,наличный,Витебск,БелАгропромбанк-XLZH-939,11-07-2010,21:11:49,успешно,нет,0.0
юр. лицо,списание средств,1033.04,безналичный,Брест,Белинвестбанк-YBMT-517,11-11-2018,23:56:46,успешно,да,56.3
юр. лицо,списание средств,1813.21,наличный,Гродно,Белинвестбанк-VWPT-366,28-08-2008,20:12:22,недостаточно средств,нет,0.0
юр. лицо,получение средств,4384.53,безналичный,Брест,Приорбанк-WRJV-553,24-02-2014,10:46:34,успешно,нет,0.0
юр. лицо,списание средств,3696.25,наличный,Минск,Беларусбанк-UVBU-833,20-02-2007,19:44:17,успешно,нет,0.0
юр. лицо,получение средств,1405.9,наличный,Брест,БелАгропромбанк-AIXO-436,23-01-2010,14:24:50,успешно,нет,0.0
юр. лицо,получение средств,4413.54,наличный,Витебск,Беларусбанк-QOMM-557,07-07-2022,07:13:09,успешно,нет,0.0
юр. лицо,получение средств,3991.42,безналичный,Минск,МаксБанк-EDEG-831,01-10-2002,09:07:38,успешно,нет,0.0
юр. лицо,списание средств,2106.68,безналичный,Гомель,Беларусбанк-GWUO-039,06-03-2001,23:50:03,недостаточно средств,да,131.81
юр. лицо,получение средств,3646.25,наличный,Минск,Белинвестбанк-AWFB-733,09-06-2004,19:21:10,успешно,нет,0.0
юр. лицо,получение средств,4725.91,безналичный,Брест,Беларусбанк-SCPI-513,29-08-2004,06:14:18,успешно,нет,0.0
юр. лицо,списание средств,2171.68,безналичный,Гомель,МаксБанк-UOSN-956,29-10-2005,20:13:23,неправильный ввод пин-кода,да,189.47
юр. лицо,получение средств,660.7,безналичный,Минск,Приорбанк-QVAK-162,22-11-2019,18:15:18,успешно,нет,0.0
юр. лицо,получение средств,2497.81,безналичный,Гродно,БелАгропромбанк-HVMA-680,24-04-2016,07:23:40,успешно,нет,0.0
юр. лицо,получение средств,3198.15,наличный,Гомель,Приорбанк-CJVG-006,16-12-2004,06:51:49,успешно,нет,0.0
юр. лицо,получение средств,2185.05,наличный,Могилев,Беларусбанк-GYLK-413,18-11-2021,23:09:25,успешно,нет,0.0
юр. лицо,получение средств,2959.13,наличный,Брест,МаксБанк-VMMR-718,04-11-2004,01:57:43,успешно,нет,0.0
юр. лицо,списание средств,3432.55,наличный,Витебск,Белинвестбанк-JURV-811,11-10-2024,00:29:23,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,614.36,безналичный,Гродно,БелАгропромбанк-IGQI-949,08-02-2010,23:29:53,успешно,нет,0.0
юр. лицо,списание средств,1980.91,безналичный,Витебск,Беларусбанк-KIZX-965,10-06-2005,21:11:51,недостаточно средств,да,129.15
юр. лицо,списание средств,920.8,наличный,Витебск,БелАгропромбанк-AIGY-164,28-04-2022,22:10:34,недостаточно средств,да,49.72
юр. лицо,списание средств,3768.91,наличный,Гродно,МаксБанк-ZMQP-026,02-10-2015,03:31:53,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2006.08,наличный,Витебск,Приорбанк-CRCP-546,16-09-2020,13:32:47,недостаточно средств,да,36.51
юр. лицо,списание средств,1954.97,безналичный,Гомель,МаксБанк-OTVI-438,07-08-2022,19:59:52,неправильный ввод пин-кода,да,104.01
юр. лицо,списание средств,350.63,наличный,Витебск,Белинвестбанк-TXLE-459,18-02-2005,11:15:06,недостаточно средств,да,4.36
юр. лицо,получение средств,4001.67,наличный,Минск,Белинвестбанк-PERS-097,28-02-2007,19:56:24,успешно,нет,0.0
юр. лицо,получение средств,2699.35,наличный,Витебск,Приорбанк-ISSA-608,15-09-2014,17:33:08,успешно,нет,0.0
юр. лицо,списание средств,833.05,безналичный,Могилев,Приорбанк-JIIA-289,28-03-2004,18:26:39,успешно,нет,0.0
юр. лицо,списание средств,1750.17,наличный,Гомель,БелАгропромбанк-TMFB-143,24-12-2011,22:53:27,неправильный ввод пин-кода,да,138.56
юр. лицо,списание средств,897.8,безналичный,Гомель,БелАгропромбанк-PGGF-267,25-08-2020,20:47:47,неправильный ввод пин-кода,да,9.62
юр. лицо,списание средств,2447.75,безналичный,Брест,Беларусбанк-MIHZ-396,13-10-2021,21:59:57,недостаточно средств,да,242.8
юр. лицо,получение средств,1720.28,безналичный,Минск,БелАгропромбанк-WFEG-267,31-10-2007,13:01:29,успешно,нет,0.0
юр. лицо,списание средств,539.15,безналичный,Минск,Белинвестбанк-TOTR-828,26-08-2007,05:32:40,успешно,нет,0.0
юр. лицо,получение средств,2991.41,наличный,Могилев,БелАгропромбанк-AAYT-825,07-03-2014,09:39:37,успешно,нет,0.0
юр. лицо,получение средств,1763.26,безналичный,Брест,Белинвестбанк-ZGAF-039,28-10-2020,03:17:53,успешно,нет,0.0
юр. лицо,списание средств,2991.24,наличный,Гомель,Белинвестбанк-LMBB-938,08-03-2001,18:28:14,успешно,нет,0.0
юр. лицо,списание средств,3473.49,безналичный,Витебск,Белинвестбанк-XNKD-119,04-04-2000,08:14:01,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,1766.58,наличный,Минск,Белинвестбанк-EVRX-498,11-01-2003,06:09:16,успешно,нет,0.0
юр. лицо,списание средств,4423.21,безналичный,Гомель,МаксБанк-HCAF-827,14-01-2015,21:11:43,недостаточно средств,да,129.97
юр. лицо,получение средств,1868.98,безналичный,Минск,Беларусбанк-SQIK-457,13-01-2001,03:39:39,успешно,нет,0.0
юр. лицо,получение средств,41.15,наличный,Минск,БелАгропромбанк-ELAA-131,17-06-2001,17:18:42,успешно,нет,0.0
юр. лицо,списание средств,2545.15,безналичный,Могилев,Приорбанк-KVYU-267,22-08-2000,06:19:51,недостаточно средств,да,213.38
юр. лицо,получение средств,2238.12,наличный,Могилев,Приорбанк-LKWB-655,08-06-2015,08:08:02,успешно,нет,0.0
юр. лицо,списание средств,4151.54,наличный,Минск,МаксБанк-YBLY-535,11-12-2012,12:56:30,недостаточно средств,да,212.92
юр. лицо,списание средств,2054.68,безналичный,Минск,Белинвестбанк-PJEC-972,06-03-2021,12:19:27,успешно,нет,0.0
юр. лицо,списание средств,779.31,безналичный,Могилев,БелАгропромбанк-XLNS-924,14-12-2004,13:21:32,недостаточно средств,нет,0.0
юр. лицо,получение средств,1175.71,безналичный,Гродно,Беларусбанк-IGSJ-164,19-06-2000,16:54:18,успешно,нет,0.0
юр. лицо,списание средств,558.89,безналичный,Витебск,Приорбанк-KWLF-669,25-07-2021,18:46:30,успешно,нет,0.0
юр. лицо,получение средств,3320.3,безналичный,Гродно,БелАгропромбанк-VIOY-261,26-02-2002,14:24:03,успешно,нет,0.0
юр. лицо,получение средств,4301.99,безналичный,Минск,БелАгропромбанк-NYMW-330,13-05-2024,17:43:20,успешно,нет,0.0
юр. лицо,получение средств,3447.18,наличный,Гродно,БелАгропромбанк-KZJP-275,13-04-2022,07:40:06,успешно,нет,0.0
юр. лицо,получение средств,1241.01,безналичный,Брест,Беларусбанк-YDJI-205,31-12-2017,07:32:08,успешно,нет,0.0
юр. лицо,списание средств,4566.91,безналичный,Гомель,БелАгропромбанк-BKVQ-645,29-12-2018,07:20:09,неправильный ввод пин-кода,да,279.86
юр. лицо,списание средств,3609.25,наличный,Гомель,БелАгропромбанк-MXVJ-582,21-02-2002,22:43:46,успешно,нет,0.0
юр. лицо,получение средств,185.09,наличный,Витебск,Приорбанк-QDXN-738,21-04-2012,15:43:59,успешно,нет,0.0
юр. лицо,получение средств,4516.12,наличный,Минск,Беларусбанк-DUUH-362,20-12-2001,19:19:12,успешно,нет,0.0
юр. лицо,списание средств,1079.04,наличный,Витебск,БелАгропромбанк-SEVW-722,06-04-2022,03:07:14,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,3193.88,наличный,Брест,БелАгропромбанк-CKTG-243,29-06-2011,21:23:04,успешно,нет,0.0
юр. лицо,получение средств,2144.91,наличный,Гродно,МаксБанк-LHLF-244,20-06-2011,01:47:29,успешно,нет,0.0
юр. лицо,списание средств,4988.87,наличный,Могилев,Приорбанк-CLIU-443,17-08-2003,02:06:55,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4867.22,наличный,Гродно,БелАгропромбанк-FKBI-544,30-08-2007,18:24:50,успешно,нет,0.0
юр. лицо,списание средств,3038.95,наличный,Гомель,Беларусбанк-RTFZ-785,13-10-2010,02:50:47,недостаточно средств,да,127.27
юр. лицо,получение средств,3331.14,наличный,Гродно,Белинвестбанк-BEQV-561,02-07-2003,06:06:13,успешно,нет,0.0
юр. лицо,списание средств,4949.69,безналичный,Гродно,Беларусбанк-FWIN-775,01-04-2019,23:07:50,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4989.42,наличный,Минск,Белинвестбанк-FVDD-604,11-10-2024,13:29:15,успешно,нет,0.0
юр. лицо,списание средств,3021.16,наличный,Гомель,МаксБанк-SJUC-155,08-12-2023,06:04:45,недостаточно средств,да,38.63
юр. лицо,списание средств,647.32,наличный,Витебск,Беларусбанк-QXEO-454,11-04-2001,17:31:26,успешно,нет,0.0
юр. лицо,списание средств,4593.46,безналичный,Витебск,Белинвестбанк-LUUU-839,29-03-2012,13:21:59,успешно,да,93.89
юр. лицо,получение средств,1756.66,наличный,Могилев,Беларусбанк-ZQKA-682,24-10-2021,22:30:02,успешно,нет,0.0
юр. лицо,получение средств,201.44,наличный,Брест,Белинвестбанк-BAUK-558,11-06-2004,00:09:56,успешно,нет,0.0
юр. лицо,списание средств,1436.26,наличный,Брест,Приорбанк-KOPP-463,10-03-2023,04:20:44,успешно,да,129.67
юр. лицо,списание средств,4158.94,наличный,Гомель,Приорбанк-SXAF-654,20-12-2019,03:45:10,успешно,да,73.93
юр. лицо,списание средств,1127.95,наличный,Могилев,Приорбанк-EQLC-028,30-03-2015,18:02:19,недостаточно средств,нет,0.0
юр. лицо,списание средств,4558.74,наличный,Гомель,Беларусбанк-JIMI-597,19-04-2000,20:26:00,успешно,да,267.79
юр. лицо,получение средств,4116.52,безналичный,Витебск,Беларусбанк-IEDH-635,15-03-2024,09:11:26,успешно,нет,0.0
юр. лицо,списание средств,1607.38,наличный,Минск,БелАгропромбанк-PHXI-774,11-03-2014,21:29:49,успешно,нет,0.0
юр. лицо,получение средств,1996.39,наличный,Брест,МаксБанк-PDIA-505,22-12-2004,02:30:32,успешно,нет,0.0
юр. лицо,получение средств,4886.65,безналичный,Гомель,Белинвестбанк-FNKN-626,01-07-2000,03:26:38,успешно,нет,0.0
юр. лицо,получение средств,203.57,наличный,Минск,МаксБанк-JAJO-719,21-07-2016,19:35:54,успешно,нет,0.0
