Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
юр. лицо,получение средств,718.84,наличный,Минск,Беларусбанк-HRLI-419,04-10-2024,04:43:31,успешно,нет,0.0
физ. лицо,получение средств,4912.04,наличный,Брест,Приорбанк-TPZS-837,18-04-2011,08:47:04,успешно,нет,0.0
юр. лицо,списание средств,3181.84,безналичный,Брест,Беларусбанк-TUNS-122,02-11-2010,08:40:28,успешно,нет,0.0
физ. лицо,получение средств,4257.71,наличный,Могилев,Беларусбанк-YYSS-682,21-04-2007,03:32:37,успешно,нет,0.0
физ. лицо,получение средств,3487.28,безналичный,Гродно,Беларусбанк-TEAN-789,30-07-2021,12:28:00,успешно,нет,0.0
юр. лицо,списание средств,4173.8,безналичный,Могилев,Белинвестбанк-HFCT-185,04-11-2013,10:49:30,успешно,нет,0.0
физ. лицо,получение средств,4317.56,безналичный,Минск,Белинвестбанк-WQIO-489,02-01-2007,16:10:34,успешно,нет,0.0
юр. лицо,получение средств,1453.74,безналичный,Гродно,Беларусбанк-AVKF-935,20-04-2023,21:32:27,успешно,нет,0.0
физ. лицо,списание средств,4861.57,наличный,Гомель,БелАгропромбанк-AQEC-151,08-04-2015,13:36:07,успешно,да,387.78
физ. лицо,получение средств,3235.91,безналичный,Минск,Беларусбанк-OKJX-804,28-08-2001,00:27:34,успешно,нет,0.0
физ. лицо,получение средств,1296.09,безналичный,Гомель,МаксБанк-RHYN-975,19-10-2007,03:32:39,успешно,нет,0.0
физ. лицо,получение средств,177.31,наличный,Брест,Приорбанк-QZMU-834,11-01-2015,17:23:51,успешно,нет,0.0
юр. лицо,получение средств,4369.57,наличный,Брест,Беларусбанк-YBIA-037,19-01-2012,14:21:27,успешно,нет,0.0
юр. лицо,получение средств,3519.42,безналичный,Гомель,Беларусбанк-GVRB-859,22-09-2024,11:26:15,успешно,нет,0.0
физ. лицо,списание средств,2250.81,безналичный,Минск,Белинвестбанк-UHPU-487,28-11-2022,14:16:20,успешно,да,158.3
юр. лицо,списание средств,3584.95,безналичный,Витебск,Приорбанк-NOAF-797,12-01-2000,23:21:24,неправильный ввод пин-кода,да,325.16
физ. лицо,списание средств,2864.13,безналичный,Брест,Белинвестбанк-LJJR-779,15-01-2005,17:33:33,успешно,нет,0.0
юр. лицо,получение средств,3885.42,наличный,Гродно,БелАгропромбанк-EOWN-708,12-10-2013,22:31:03,успешно,нет,0.0
физ. лицо,получение средств,779.9,безналичный,Могилев,МаксБанк-UJDT-025,14-06-2003,09:53:14,успешно,нет,0.0
юр. лицо,получение средств,4929.86,наличный,Минск,Белинвестбанк-HRJB-272,17-12-2003,13:12:07,успешно,нет,0.0
юр. лицо,получение средств,2923.97,безналичный,Брест,Беларусбанк-QKHJ-633,11-09-2014,06:31:48,успешно,нет,0.0
юр. лицо,получение средств,1430.34,безналичный,Гродно,МаксБанк-SSMJ-642,03-04-2006,10:45:35,успешно,нет,0.0
юр. лицо,получение средств,1389.48,безналичный,Гомель,Беларусбанк-YICU-356,17-12-2004,15:57:39,успешно,нет,0.0
физ. лицо,получение средств,3855.6,наличный,Могилев,МаксБанк-JASH-096,26-10-2002,19:18:53,успешно,нет,0.0
юр. лицо,получение средств,3981.98,безналичный,Могилев,БелАгропромбанк-CTMC-993,20-02-2004,05:42:51,успешно,нет,0.0
физ. лицо,получение средств,1452.0,наличный,Витебск,БелАгропромбанк-OUCA-668,10-06-2023,02:05:23,успешно,нет,0.0
юр. лицо,списание средств,2258.8,наличный,Гродно,МаксБанк-GRZE-991,27-12-2003,20:25:40,неправильный ввод пин-кода,да,89.67
юр. лицо,получение средств,1263.39,наличный,Гомель,Беларусбанк-UXOY-706,21-03-2016,11:32:58,успешно,нет,0.0
юр. лицо,списание средств,708.03,наличный,Гомель,Беларусбанк-EODG-124,11-08-2022,01:23:29,успешно,да,23.29
физ. лицо,получение средств,982.69,наличный,Гродно,МаксБанк-IIHS-781,26-04-2008,13:11:54,успешно,нет,0.0
юр. лицо,получение средств,771.68,наличный,Гродно,Беларусбанк-GGAK-319,05-06-2020,02:00:59,успешно,нет,0.0
физ. лицо,получение средств,2273.07,наличный,Минск,Приорбанк-ZAEF-444,17-12-2010,02:53:41,успешно,нет,0.0
физ. лицо,списание средств,1670.16,наличный,Брест,Белинвестбанк-QPYV-526,20-08-2013,19:22:11,успешно,нет,0.0
юр. лицо,получение средств,4487.49,наличный,Гродно,Приорбанк-LDQP-317,01-05-2022,11:12:29,успешно,нет,0.0
юр. лицо,списание средств,485.66,безналичный,Минск,МаксБанк-TCCP-263,28-04-2002,10:00:09,успешно,да,24.52
юр. лицо,получение средств,3171.47,наличный,Минск,Приорбанк-IHBA-690,04-11-2006,22:34:59,успешно,нет,0.0
юр. лицо,списание средств,2757.36,безналичный,Гродно,МаксБанк-TZWZ-912,06-05-2019,12:56:43,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,773.45,наличный,Могилев,Белинвестбанк-YIMF-887,19-12-2020,23:38:14,успешно,нет,0.0
юр. лицо,получение средств,4071.9,наличный,Брест,Беларусбанк-ABBC-113,31-07-2002,14:54:17,успешно,нет,0.0
юр. лицо,получение средств,2202.47,безналичный,Минск,БелАгропромбанк-JPAG-467,12-03-2011,18:57:59,успешно,нет,0.0
физ. лицо,списание средств,1943.98,наличный,Витебск,Приорбанк-ZXBG-086,12-07-2023,16:59:13,недостаточно средств,да,175.17
физ. лицо,получение средств,893.19,безналичный,Витебск,БелАгропромбанк-TUQI-000,14-12-2023,18:23:50,успешно,нет,0.0
юр. лицо,получение средств,4967.44,наличный,Витебск,МаксБанк-DNIB-522,14-09-2023,16:04:46,успешно,нет,0.0
юр. лицо,списание средств,229.09,наличный,Витебск,Приорбанк-RZZO-691,26-01-2007,15:33:59,недостаточно средств,да,5.8
юр. лицо,получение средств,276.04,безналичный,Брест,МаксБанк-FGHJ-364,07-07-2006,00:21:47,успешно,нет,0.0
физ. лицо,списание средств,1138.48,безналичный,Минск,МаксБанк-HZSD-096,11-10-2022,18:30:47,неправильный ввод пин-кода,да,61.07
юр. лицо,получение средств,2626.72,наличный,Могилев,Беларусбанк-JGON-000,07-10-2007,09:08:08,успешно,нет,0.0
физ. лицо,списание средств,4358.55,наличный,Брест,Белинвестбанк-YNGN-108,03-10-2023,20:17:52,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1368.23,наличный,Брест,Приорбанк-ZPUL-169,03-10-2001,08:29:07,успешно,нет,0.0
физ. лицо,списание средств,2102.48,безналичный,Могилев,МаксБанк-XPER-013,13-06-2012,16:52:30,недостаточно средств,да,47.2
физ. лицо,списание средств,3358.81,безналичный,Витебск,Беларусбанк-PHBK-574,03-07-2006,03:38:53,недостаточно средств,да,102.32
физ. лицо,получение средств,591.11,наличный,Минск,Приорбанк-MHSA-628,21-08-2005,03:34:45,успешно,нет,0.0
физ. лицо,получение средств,4399.54,безналичный,Витебск,Белинвестбанк-MJBU-102,15-07-2005,20:48:50,успешно,нет,0.0
юр. лицо,списание средств,642.24,безналичный,Минск,БелАгропромбанк-ROAP-845,05-02-2017,07:52:43,успешно,да,52.79
юр. лицо,списание средств,1318.55,наличный,Гомель,Белинвестбанк-DNXY-141,04-03-2024,03:35:09,успешно,да,115.15
физ. лицо,списание средств,3024.73,наличный,Минск,Белинвестбанк-QHBM-872,15-02-2006,10:16:02,успешно,да,182.32
физ. лицо,списание средств,3860.59,наличный,Могилев,БелАгропромбанк-YGJX-131,10-09-2012,10:58:35,успешно,да,256.82
физ. лицо,списание средств,790.55,безналичный,Витебск,Приорбанк-XOUK-079,06-06-2019,07:30:50,неправильный ввод пин-кода,да,71.84
юр. лицо,получение средств,1820.35,безналичный,Гродно,Беларусбанк-FSJS-290,15-12-2021,10:49:30,успешно,нет,0.0
физ. лицо,списание средств,3742.3,наличный,Минск,БелАгропромбанк-TDOV-511,25-11-2021,13:32:31,недостаточно средств,нет,0.0
физ. лицо,списание средств,4308.23,наличный,Минск,БелАгропромбанк-AGKQ-030,06-05-2016,17:00:00,недостаточно средств,нет,0.0
юр. лицо,списание средств,3109.05,безналичный,Гродно,Приорбанк-BDLE-393,25-07-2009,21:50:34,неправильный ввод пин-кода,да,179.02
физ. лицо,получение средств,4185.11,безналичный,Брест,Приорбанк-ZTXT-399,20-07-2018,08:21:17,успешно,нет,0.0
физ. лицо,получение средств,1785.03,безналичный,Гродно,Приорбанк-GVMS-071,17-01-2016,14:26:29,успешно,нет,0.0
физ. лицо,получение средств,4208.92,безналичный,Гомель,БелАгропромбанк-WHWK-441,14-05-2021,17:27:36,успешно,нет,0.0
физ. лицо,получение средств,4254.18,наличный,Брест,МаксБанк-IHPJ-680,07-02-2000,04:32:29,успешно,нет,0.0
юр. лицо,списание средств,4102.41,наличный,Витебск,Приорбанк-QZEW-848,06-03-2017,04:02:54,недостаточно средств,да,251.27
физ. лицо,получение средств,137.39,наличный,Минск,Белинвестбанк-UGSQ-171,05-12-2000,23:26:58,успешно,нет,0.0
физ. лицо,списание средств,4685.71,наличный,Могилев,Беларусбанк-SYQS-233,10-05-2024,09:32:48,недостаточно средств,нет,0.0
физ. лицо,списание средств,3578.6,наличный,Гомель,БелАгропромбанк-SMEH-563,06-01-2011,04:39:43,недостаточно средств,да,140.35
юр. лицо,списание средств,1665.51,наличный,Минск,БелАгропромбанк-UOBH-524,05-02-2009,17:35:18,недостаточно средств,нет,0.0
физ. лицо,получение средств,1047.92,наличный,Брест,Приорбанк-SKHH-128,06-12-2022,00:45:08,успешно,нет,0.0
физ. лицо,получение средств,3476.54,наличный,Минск,Белинвестбанк-ZAEM-478,15-11-2021,02:23:55,успешно,нет,0.0
юр. лицо,списание средств,2983.06,безналичный,Минск,Приорбанк-VZLP-092,14-11-2009,05:08:15,успешно,да,156.63
физ. лицо,списание средств,119.01,наличный,Гродно,МаксБанк-DLKY-198,04-06-2004,21:47:33,неправильный ввод пин-кода,да,4.82
юр. лицо,получение средств,1365.07,наличный,Минск,Приорбанк-CHNB-603,22-06-2012,05:59:11,успешно,нет,0.0
юр. лицо,списание средств,3972.91,безналичный,Брест,Белинвестбанк-XBXR-564,02-04-2024,06:28:30,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,4251.66,безналичный,Витебск,Приорбанк-ULUR-694,28-05-2023,15:19:35,успешно,нет,0.0
физ. лицо,списание средств,2030.53,безналичный,Минск,БелАгропромбанк-FGDS-592,24-02-2023,14:48:39,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4678.1,наличный,Минск,Беларусбанк-YGMI-444,28-01-2004,19:41:39,успешно,нет,0.0
юр. лицо,списание средств,4915.88,наличный,Могилев,Приорбанк-SAPZ-355,11-06-2021,03:11:53,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3634.88,безналичный,Гомель,Приорбанк-ASZS-409,22-09-2001,18:52:47,неправильный ввод пин-кода,да,65.58
физ. лицо,списание средств,4937.95,безналичный,Гомель,Приорбанк-GVLY-776,02-06-2002,11:38:38,неправильный ввод пин-кода,да,375.22
юр. лицо,списание средств,3262.15,безналичный,Гродно,МаксБанк-AFNC-938,28-08-2002,04:26:48,недостаточно средств,нет,0.0
физ. лицо,списание средств,2452.79,наличный,Гомель,Беларусбанк-WMLK-533,30-03-2019,15:02:48,неправильный ввод пин-кода,да,181.07
физ. лицо,списание средств,2516.17,безналичный,Брест,МаксБанк-KXZD-265,14-12-2020,17:45:17,успешно,да,239.01
юр. лицо,списание средств,2980.18,безналичный,Минск,Беларусбанк-LVXA-938,07-02-2014,19:19:55,успешно,да,41.94
физ. лицо,получение средств,4980.17,наличный,Минск,Беларусбанк-DKUP-418,07-08-2004,23:30:32,успешно,нет,0.0
физ. лицо,списание средств,1278.27,безналичный,Гомель,Приорбанк-CMPB-443,19-10-2019,11:35:19,неправильный ввод пин-кода,да,22.27
юр. лицо,списание средств,2975.47,безналичный,Витебск,Приорбанк-NQOH-974,29-10-2001,18:35:25,неправильный ввод пин-кода,да,183.35
юр. лицо,списание средств,1315.37,наличный,Гомель,МаксБанк-ZGJC-613,04-10-2007,07:45:40,неправильный ввод пин-кода,да,23.6
юр. лицо,списание средств,4536.05,безналичный,Гродно,БелАгропромбанк-TOAO-328,13-10-2024,08:02:47,недостаточно средств,да,60.08
физ. лицо,получение средств,1769.74,наличный,Брест,Приорбанк-LGOK-415,15-03-2020,05:56:20,успешно,нет,0.0
физ. лицо,списание средств,2626.39,наличный,Минск,МаксБанк-TUWZ-137,12-11-2000,12:05:51,недостаточно средств,нет,0.0
юр. лицо,получение средств,1264.37,наличный,Витебск,Белинвестбанк-ZIZE-562,01-03-2013,07:05:07,успешно,нет,0.0
юр. лицо,получение средств,4437.49,безналичный,Брест,БелАгропромбанк-CFUY-606,19-12-2010,13:12:51,успешно,нет,0.0
физ. лицо,получение средств,4069.78,наличный,Гомель,БелАгропромбанк-NVIN-958,08-09-2004,09:21:37,успешно,нет,0.0
физ. лицо,списание средств,4793.96,наличный,Гродно,БелАгропромбанк-DENP-661,16-02-2021,11:17:10,успешно,да,358.1
юр. лицо,получение средств,2698.13,безналичный,Минск,Белинвестбанк-YYGM-904,13-05-2015,16:23:31,успешно,нет,0.0
физ. лицо,списание средств,15.11,безналичный,Брест,Белинвестбанк-WVQI-956,05-10-2018,07:55:29,недостаточно средств,нет,0.0
физ. лицо,получение средств,2842.8,наличный,Гродно,БелАгропромбанк-YUKW-072,06-01-2017,23:42:11,успешно,нет,0.0
физ. лицо,списание средств,2545.47,безналичный,Могилев,Приорбанк-MUPQ-958,04-02-2013,19:14:29,успешно,нет,0.0
физ. лицо,списание средств,3680.74,безналичный,Гомель,Приорбанк-MPGR-739,15-08-2010,12:20:16,успешно,да,108.7
юр. лицо,получение средств,2414.29,наличный,Витебск,Беларусбанк-WYZR-628,24-11-2007,21:46:57,успешно,нет,0.0
физ. лицо,списание средств,4504.33,наличный,Гомель,Беларусбанк-TQEW-691,14-11-2017,23:32:31,недостаточно средств,да,371.24
юр. лицо,списание средств,2674.04,наличный,Гомель,Белинвестбанк-VCIM-903,01-03-2020,23:25:42,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,496.53,наличный,Гомель,МаксБанк-VNQN-036,27-09-2018,08:26:54,успешно,нет,0.0
физ. лицо,получение средств,2448.73,наличный,Минск,МаксБанк-PNXM-666,23-08-2015,19:49:33,успешно,нет,0.0
физ. лицо,списание средств,2105.24,безналичный,Гродно,Приорбанк-ATLQ-225,21-09-2002,13:11:08,недостаточно средств,нет,0.0
юр. лицо,списание средств,888.08,безналичный,Брест,Белинвестбанк-DLBY-216,05-05-2009,10:19:00,недостаточно средств,нет,0.0
физ. лицо,списание средств,3405.81,наличный,Гродно,МаксБанк-CUWU-452,01-07-2000,00:23:28,неправильный ввод пин-кода,да,126.02
физ. лицо,получение средств,2544.76,безналичный,Могилев,Беларусбанк-YFCT-033,13-01-2020,02:53:45,успешно,нет,0.0
юр. лицо,списание средств,3751.01,наличный,Витебск,Белинвестбанк-WVOS-582,29-06-2011,19:08:53,неправильный ввод пин-кода,да,228.09
юр. лицо,получение средств,4621.28,наличный,Гомель,БелАгропромбанк-ZERG-279,10-01-2014,09:24:39,успешно,нет,0.0
физ. лицо,списание средств,1309.68,безналичный,Витебск,МаксБанк-ILTY-097,03-10-2023,14:26:53,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,733.32,безналичный,Брест,Беларусбанк-DUYG-040,27-12-2004,15:57:10,успешно,нет,0.0
юр. лицо,списание средств,2052.51,безналичный,Гродно,Белинвестбанк-BIWM-323,12-11-2013,05:49:45,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1331.61,наличный,Могилев,Беларусбанк-MUIB-437,30-11-2010,05:06:21,неправильный ввод пин-кода,да,115.66
юр. лицо,получение средств,3455.72,наличный,Витебск,Беларусбанк-BADH-976,26-09-2012,20:27:39,успешно,нет,0.0
физ. лицо,списание средств,4262.15,наличный,Витебск,БелАгропромбанк-PHZA-946,14-09-2017,01:28:45,неправильный ввод пин-кода,да,308.61
физ. лицо,получение средств,1975.1,безналичный,Гомель,Белинвестбанк-YGWG-757,03-06-2021,06:40:07,успешно,нет,0.0
физ. лицо,списание средств,624.68,наличный,Витебск,БелАгропромбанк-YDTR-552,01-03-2006,19:41:24,неправильный ввод пин-кода,да,17.85
физ. лицо,списание средств,1065.22,наличный,Могилев,МаксБанк-BBFL-309,17-01-2008,01:09:27,успешно,да,80.76
физ. лицо,списание средств,1195.43,наличный,Гомель,Беларусбанк-HVKZ-858,30-05-2015,09:35:19,успешно,да,105.4
юр. лицо,списание средств,78.04,безналичный,Витебск,Беларусбанк-XOZU-513,15-12-2007,15:50:20,неправильный ввод пин-кода,да,6.43
юр. лицо,списание средств,58.24,безналичный,Витебск,Беларусбанк-PYSB-401,25-11-2015,04:46:02,неправильный ввод пин-кода,да,5.32
физ. лицо,списание средств,1333.84,безналичный,Гродно,Беларусбанк-SQGZ-667,06-05-2011,20:15:25,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2733.61,наличный,Витебск,Беларусбанк-FCLS-887,10-06-2011,21:45:36,неправильный ввод пин-кода,да,125.46
юр. лицо,списание средств,1206.72,наличный,Гродно,Приорбанк-VNYC-685,17-11-2020,22:07:23,успешно,нет,0.0
юр. лицо,получение средств,273.63,наличный,Гродно,Приорбанк-DXQG-162,27-06-2001,22:51:06,успешно,нет,0.0
физ. лицо,списание средств,4405.81,безналичный,Минск,Приорбанк-IODP-308,24-09-2017,00:20:12,успешно,да,75.72
юр. лицо,списание средств,3.11,безналичный,Гомель,Приорбанк-ZNLQ-273,15-12-2001,12:39:34,успешно,да,0.17
юр. лицо,получение средств,3892.27,наличный,Витебск,БелАгропромбанк-CNQU-227,18-10-2022,21:47:05,успешно,нет,0.0
физ. лицо,списание средств,1907.42,безналичный,Гомель,Белинвестбанк-WJEY-547,10-04-2003,16:04:37,недостаточно средств,да,153.52
юр. лицо,списание средств,4820.46,безналичный,Минск,Беларусбанк-QKCZ-327,21-06-2004,09:03:26,недостаточно средств,да,365.93
юр. лицо,получение средств,3232.37,наличный,Витебск,МаксБанк-RTEM-660,08-12-2013,01:23:15,успешно,нет,0.0
юр. лицо,списание средств,4315.1,наличный,Гродно,Белинвестбанк-WHWJ-728,01-01-2022,12:23:06,недостаточно средств,да,394.33
юр. лицо,получение средств,1667.64,безналичный,Витебск,МаксБанк-OXCP-765,13-09-2019,13:58:33,успешно,нет,0.0
юр. лицо,получение средств,4371.85,безналичный,Витебск,Приорбанк-RLRR-118,11-12-2022,10:11:15,успешно,нет,0.0
физ. лицо,получение средств,4692.33,безналичный,Гомель,Белинвестбанк-PQKF-089,20-03-2007,18:53:39,успешно,нет,0.0
юр. лицо,списание средств,3592.67,наличный,Могилев,МаксБанк-WCBL-092,25-02-2017,03:21:07,неправильный ввод пин-кода,да,82.3
физ. лицо,списание средств,927.52,наличный,Минск,Приорбанк-JJET-681,31-03-2014,20:27:44,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2708.23,безналичный,Минск,Белинвестбанк-NUZC-025,27-06-2022,16:18:30,недостаточно средств,да,35.51
юр. лицо,списание средств,3632.57,наличный,Витебск,Беларусбанк-CBXU-009,15-01-2020,15:04:21,недостаточно средств,нет,0.0
физ. лицо,получение средств,3066.08,наличный,Могилев,МаксБанк-DEHM-224,06-12-2024,14:03:34,успешно,нет,0.0
физ. лицо,получение средств,3945.38,безналичный,Могилев,Приорбанк-VSID-950,21-11-2021,17:24:45,успешно,нет,0.0
юр. лицо,получение средств,3977.86,безналичный,Гомель,Приорбанк-ZKUA-959,01-07-2011,14:34:30,успешно,нет,0.0
физ. лицо,получение средств,2271.85,безналичный,Брест,Белинвестбанк-ECFE-840,16-07-2014,12:45:29,успешно,нет,0.0
юр. лицо,получение средств,3692.37,наличный,Минск,Приорбанк-XSTT-053,26-08-2018,07:14:37,успешно,нет,0.0
физ. лицо,списание средств,4657.45,наличный,Минск,Приорбанк-UKNI-139,05-08-2006,06:15:03,успешно,нет,0.0
юр. лицо,получение средств,31.37,наличный,Витебск,Беларусбанк-DFHC-786,30-01-2013,23:52:32,успешно,нет,0.0
юр. лицо,получение средств,394.99,наличный,Гродно,Приорбанк-MFRC-366,13-03-2013,05:44:34,успешно,нет,0.0
юр. лицо,списание средств,3376.6,наличный,Брест,МаксБанк-OYNF-341,16-02-2011,22:15:27,успешно,нет,0.0
юр. лицо,получение средств,3931.9,наличный,Брест,Беларусбанк-NERW-119,26-11-2015,05:27:24,успешно,нет,0.0
физ. лицо,списание средств,4433.06,безналичный,Могилев,Беларусбанк-XXNS-489,08-07-2024,19:44:20,недостаточно средств,да,69.71
физ. лицо,списание средств,798.75,наличный,Гомель,Белинвестбанк-WQZL-559,24-01-2015,09:59:19,недостаточно средств,да,33.27
юр. лицо,получение средств,4718.12,безналичный,Витебск,МаксБанк-NYQO-666,29-05-2023,16:46:17,успешно,нет,0.0
юр. лицо,списание средств,3769.77,безналичный,Могилев,Беларусбанк-RFUC-019,07-08-2007,03:13:22,недостаточно средств,да,356.23
юр. лицо,получение средств,2837.95,безналичный,Гродно,Приорбанк-LZFA-466,01-07-2014,00:26:23,успешно,нет,0.0
юр. лицо,списание средств,902.82,наличный,Гродно,Белинвестбанк-FCDQ-554,21-12-2003,13:08:32,неправильный ввод пин-кода,да,9.57
физ. лицо,списание средств,963.96,наличный,Брест,Белинвестбанк-GBUQ-722,02-03-2003,16:26:27,неправильный ввод пин-кода,да,36.89
физ. лицо,списание средств,4517.49,наличный,Витебск,Приорбанк-LWRP-303,05-11-2019,07:42:59,недостаточно средств,нет,0.0
юр. лицо,получение средств,1322.87,безналичный,Брест,МаксБанк-QRPG-042,04-12-2001,14:33:41,успешно,нет,0.0
физ. лицо,получение средств,2472.07,безналичный,Гомель,БелАгропромбанк-AMCL-721,12-11-2001,02:26:59,успешно,нет,0.0
юр. лицо,списание средств,853.66,безналичный,Могилев,БелАгропромбанк-LQVX-962,02-04-2010,12:13:39,успешно,нет,0.0
физ. лицо,списание средств,1911.73,безналичный,Гомель,МаксБанк-NPTA-292,04-04-2013,16:09:42,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4944.0,безналичный,Гродно,Белинвестбанк-XOWT-505,05-02-2014,22:29:47,недостаточно средств,нет,0.0
юр. лицо,списание средств,1838.11,наличный,Гомель,МаксБанк-CBFF-442,10-12-2003,12:37:21,успешно,нет,0.0
юр. лицо,получение средств,4273.2,безналичный,Минск,Белинвестбанк-XPWL-508,17-09-2002,01:38:05,успешно,нет,0.0
физ. лицо,списание средств,2675.84,наличный,Витебск,Беларусбанк-BHTI-743,10-10-2023,05:10:01,недостаточно средств,нет,0.0
юр. лицо,списание средств,1856.43,наличный,Могилев,Беларусбанк-KTKF-334,18-02-2021,07:51:46,успешно,нет,0.0
юр. лицо,списание средств,4312.08,безналичный,Гродно,Белинвестбанк-RBOF-590,09-12-2014,14:47:56,неправильный ввод пин-кода,да,157.68
юр. лицо,списание средств,3114.63,наличный,Гомель,Беларусбанк-VVCD-748,10-09-2003,14:18:31,неправильный ввод пин-кода,да,234.94
юр. лицо,списание средств,2203.49,наличный,Витебск,МаксБанк-HDPV-224,08-11-2005,00:06:45,недостаточно средств,да,208.2
физ. лицо,получение средств,2169.6,безналичный,Минск,Приорбанк-IGCK-466,26-11-2009,06:18:52,успешно,нет,0.0
юр. лицо,получение средств,3755.75,безналичный,Гродно,Белинвестбанк-ZKNR-359,12-03-2020,18:15:37,успешно,нет,0.0
юр. лицо,списание средств,2767.79,наличный,Витебск,Белинвестбанк-TISG-088,25-11-2021,00:35:14,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,323.2,наличный,Могилев,БелАгропромбанк-EJNB-396,21-09-2007,12:33:47,недостаточно средств,да,24.13
физ. лицо,получение средств,3919.05,наличный,Гомель,Белинвестбанк-VJZB-071,27-02-2007,05:55:13,успешно,нет,0.0
физ. лицо,получение средств,2362.93,наличный,Гомель,Приорбанк-KWNF-242,15-10-2007,16:37:16,успешно,нет,0.0
физ. лицо,списание средств,1423.45,безналичный,Минск,Белинвестбанк-FZZC-969,08-02-2024,04:02:49,недостаточно средств,да,74.0
физ. лицо,получение средств,2564.66,наличный,Могилев,Приорбанк-ASRA-502,13-06-2020,17:24:43,успешно,нет,0.0
физ. лицо,списание средств,2221.11,безналичный,Минск,Белинвестбанк-CJBF-179,09-12-2000,12:40:12,успешно,да,87.3
юр. лицо,списание средств,3321.88,безналичный,Гомель,Белинвестбанк-KORU-086,19-08-2005,06:02:24,недостаточно средств,да,247.17
физ. лицо,получение средств,160.2,безналичный,Минск,Белинвестбанк-KEEN-006,25-02-2005,11:41:34,успешно,нет,0.0
физ. лицо,получение средств,1008.48,наличный,Могилев,Приорбанк-FOAI-896,04-02-2020,16:54:49,успешно,нет,0.0
физ. лицо,получение средств,4547.2,наличный,Минск,БелАгропромбанк-NGUT-774,16-06-2011,01:27:48,успешно,нет,0.0
юр. лицо,получение средств,4119.82,безналичный,Гродно,Приорбанк-SIDZ-088,14-01-2012,18:07:15,успешно,нет,0.0
физ. лицо,получение средств,3271.22,наличный,Могилев,Беларусбанк-UNYN-994,23-01-2017,09:49:17,успешно,нет,0.0
юр. лицо,списание средств,2739.36,наличный,Брест,Приорбанк-NWLH-552,19-04-2015,09:46:19,неправильный ввод пин-кода,да,217.77
юр. лицо,получение средств,1281.72,наличный,Гомель,Белинвестбанк-TMRC-791,17-10-2021,13:07:33,успешно,нет,0.0
физ. лицо,списание средств,4108.76,безналичный,Гродно,Беларусбанк-SPLU-270,24-04-2000,13:47:50,успешно,нет,0.0
физ. лицо,получение средств,4671.68,наличный,Могилев,Белинвестбанк-ACOI-152,24-08-2014,12:44:04,успешно,нет,0.0
юр. лицо,списание средств,1692.92,наличный,Гомель,МаксБанк-IKQA-489,01-02-2005,19:26:25,успешно,нет,0.0
физ. лицо,списание средств,1940.48,безналичный,Могилев,Приорбанк-JCAZ-082,06-07-2019,01:39:01,успешно,да,184.38
физ. лицо,получение средств,4149.98,безналичный,Брест,Беларусбанк-JKFY-310,25-06-2020,03:05:29,успешно,нет,0.0
физ. лицо,списание средств,297.63,наличный,Витебск,Приорбанк-BBBJ-822,25-06-2020,10:33:57,успешно,нет,0.0
физ. лицо,списание средств,1434.42,наличный,Могилев,БелАгропромбанк-ARSO-616,27-01-2019,22:14:25,недостаточно средств,нет,0.0
юр. лицо,получение средств,4856.95,наличный,Могилев,БелАгропромбанк-AAMO-891,17-11-2024,00:11:27,успешно,нет,0.0
физ. лицо,получение средств,4948.75,безналичный,Гомель,БелАгропромбанк-SRCW-238,11-11-2008,12:33:52,успешно,нет,0.0
физ. лицо,получение средств,1478.0,безналичный,Могилев,БелАгропромбанк-PLNX-921,23-11-2001,11:04:21,успешно,нет,0.0
физ. лицо,списание средств,2074.67,наличный,Гродно,Беларусбанк-VCRX-575,08-06-2004,04:14:03,успешно,да,91.27
физ. лицо,получение средств,553.64,наличный,Витебск,Беларусбанк-DNJO-289,30-11-2024,20:27:13,успешно,нет,0.0
физ. лицо,списание средств,1624.74,наличный,Гродно,Белинвестбанк-FTHN-031,05-01-2021,05:10:33,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2830.79,наличный,Брест,Приорбанк-LOYK-070,03-07-2008,13:18:41,недостаточно средств,да,232.96
юр. лицо,получение средств,492.19,наличный,Минск,БелАгропромбанк-KQHZ-857,05-02-2019,13:08:00,успешно,нет,0.0
юр. лицо,списание средств,2431.77,наличный,Гродно,Беларусбанк-JOTM-412,17-10-2023,05:29:02,недостаточно средств,да,206.23
